alpha,attack1,attack2,attack3
0.32323232323232326,0.019332555016017126,0.3400078162731219,0.6308275856452189
0.3333333333333333,0.013390341597289676,0.34013766166374176,0.6351664524836247
0.3434343434343434,0.007507923474479164,0.34013735008225615,0.6392981018925197
0.35353535353535354,0.0026487994880937922,0.3400048112433794,0.6432327648252656
0.36363636363636365,0.0009137132492687851,0.3397563688267322,0.6469791817953401
0.37373737373737376,0.000510091476056382,0.33938928956396586,0.6505461514472004
0.3838383838383838,0.0003559411321668807,0.33890741229045057,0.6539452415249426
0.3939393939393939,0.00027846308936632153,0.33831455931609367,0.6571798363298483
0.40404040404040403,0.00022802435009308057,0.3376079599489252,0.6602597206910799
0.41414141414141414,0.00019115165791785117,0.3368048771455361,0.6631919893686025
0.42424242424242425,0.0001757707769058757,0.3359022035535472,0.6659860316051985
0.43434343434343436,0.0001523152855076875,0.3349037849312518,0.6686436385621579
0.4444444444444444,0.00013935699302065554,0.3338134851861217,0.6711729815877712
0.45454545454545453,0.00012707896626694868,0.33263519238063954,0.6735800436151245
0.46464646464646464,0.00012470140431164778,0.33137282410028573,0.675870607363965
0.47474747474747475,0.0001134084316052617,0.3300303322084468,0.678053690774726
0.48484848484848486,0.00011161757286732854,0.32861170699508596,0.6801287253787852
0.494949494949495,0.0001009433888619623,0.3271209807136078,0.6821033712813418
0.5050505050505051,9.962045807359696e-5,0.32556223049204747,0.6839824376143905
0.5151515151515151,8.924522943819956e-5,0.32393958059942224,0.6857737770907925
0.5252525252525253,8.829737317754595e-5,0.32225720404511127,0.6874762694888698
0.5353535353535354,8.737940674207241e-5,0.320519323488021,0.6890966852252459
0.5454545454545454,8.649050661622546e-5,0.31873021143263863,0.6906391527155569
0.5555555555555556,8.562987223950312e-5,0.3168941896907172,0.6921076412230208
0.5656565656565656,7.603576913276713e-5,0.31501562808997013,0.6935098295512715
0.5757575757575758,7.544162622400929e-5,0.3131066829897638,0.6948426732990971
0.5858585858585859,7.486448700824319e-5,0.3111566847178377,0.6961127443816056
0.5959595959595959,7.430398379761601e-5,0.3091775456706743,0.6973234538569082
0.6060606060606061,7.375975645803248e-5,0.30717379811314877,0.6984780884066463
0.6161616161616161,7.323145233859935e-5,0.3051500038653346,0.6995841505453779
0.6262626262626263,7.271872620100527e-5,0.3031107482915635,0.7006370575176741
0.6363636363636364,6.360481083674399e-5,0.3010686133019373,0.7016432626446624
0.6464646464646465,6.32705523630352e-5,0.2990126707465734,0.7026056388506978
0.6565656565656566,6.29450383683116e-5,0.29695510561007904,0.7035269607277698
0.6666666666666666,6.26281319931648e-5,0.29490051970551123,0.7044144397023557
0.6767676767676768,6.2319697598783e-5,0.29285349729075544,0.7052625381119982
0.6868686868686869,6.201960076722923e-5,0.29082673151235144,0.7060775045433306
0.696969696969697,6.172770830170632e-5,0.2888088618611114,0.7068617747180622
0.7070707070707071,6.144388822681091e-5,0.2868120967582112,0.7076177050673215
0.7171717171717171,6.116800978877574e-5,0.28484084187696657,0.7083519622204365
0.7272727272727273,6.0899943455701226e-5,0.2828994313756297,0.7090587541572585
0.7373737373737373,6.063956091777692e-5,0.2810002850011563,0.7097439243184066
0.7474747474747475,6.038673508749287e-5,0.2791315146074291,0.7104095424742115
0.7575757575757576,6.0141340099841667e-5,0.27730502378598554,0.7110576098258546
0.7676767676767676,5.990325131251156e-5,0.2755247419336288,0.7116900606612315
0.7777777777777778,5.967234530607112e-5,0.2737944706687394,0.7123132466778506
0.7878787878787878,5.944849988414538e-5,0.27211787342491794,0.7129206408229308
0.797979797979798,5.923159407358462e-5,0.27049846556041274,0.7135178893062211
0.8080808080808081,5.9021508124625515e-5,0.2689396050917122,0.7141066721460005
0.8181818181818182,5.881812351104525e-5,0.26744448415612954,0.7146886079521005
0.8282828282828283,5.862132293030903e-5,0.2660161213022733,0.7152652547926043
0.8383838383838383,5.043563259154742e-5,0.26465735469874574,0.7158381109811501
0.8484848484848485,5.031629095223964e-5,0.2633708363403311,0.71641301163933
0.8585858585858586,5.020070105707061e-5,0.26215902731716784,0.7169829950673213
0.8686868686868687,5.0088839079089114e-5,0.2610241941963727,0.7175533483488811
0.8787878787878788,4.998068119056739e-5,0.2599684065475304,0.7181253345353561
0.8888888888888888,4.987620356304366e-5,0.25899353562397803,0.7187001597364578
0.898989898989899,4.977538236736348e-5,0.2580930863976603,0.7192789737213456
0.9090909090909091,4.96781937737204e-5,0.25728523777401635,0.7198628705247793
0.9191919191919192,4.9584613951695627e-5,0.25656276243555637,0.7204528890662213
0.9292929292929293,4.949461907029656e-5,0.2559185536109833,0.7210500137892527
0.9393939393939394,4.940818529799496e-5,0.25537040321035737,0.7216551753280396
0.9494949494949495,4.932528880276396e-5,0.25490197477929183,0.7222692512069291
0.9595959595959596,4.924590575211454e-5,0.25453112373856007,0.7228930665784961
0.9696969696969697,4.91700123131314e-5,0.25424094976571554,0.7235320059357802
0.9797979797979798,4.9097584652508136e-5,0.25404889756021426,0.7241777639580106
0.98989898989899,4.90285989365818e-5,0.2539380175822623,0.7248354169641638
1.0,4.896303133136715e-5,0.2539165526393229,0.7255055872509383
